Date,Title,Text,Category,site
"July 10, 2023",Singapore Proposes Mandatory Climate Reporting for both Public and Private Companies,"Public and large private companies in Singapore will be required to provide climate-related disclosures aligned with the IFRS’ newly published ISSB disclosure standards, according to a proposal by Singapore’s business reporting, accounting and corporate services and markets regulators Accounting and Corporate Regulatory Authority (ACRA) and Singapore Exchange Regulation (SGX RegCo).
The plan for mandatory climate-related reporting was recommended by the Sustainability Reporting Advisory Committee (SRAC), jointly launched by the regulators last year to advise on a sustainability reporting roadmap for Singapore companies.
According to a statement by the regulators, the proposal for mandatory climate reporting aims to maintain Singapore’s position as a global business hub, while also contributing to the Singapore Green Plan 2030, the government’s sustainable transition strategy aimed at strengthening Singapore’s commitment to the UN’s 2030 Sustainable Development Agenda.
ACRA Assistant Chief Executive Kuldip Gill said:
“Trusted and consistent climate reporting is essential to drive accountability and decisive actions by companies. It will also rally companies towards contributing to Singapore’s net zero emissions commitments, expediting our transition to a green economy.”
Currently, Singapore only requires listed companies in select sectors including finance, agriculture, food, forest products and energy to provide TCFD-aligned climate reporting, with all other listed issuers required to apply TCFD on a ‘comply-or-explain’ basis.
Under the new proposals, all listed issuers, including those incorporated overseas, as well as business trusts and REITs, would be required to report climate-related disclosures beginning in fiscal year 2025, with non-listed companies with at least $1 billion in revenues beginning in FY2027.
The regulators added that they plan to conduct a review in 2027 on plans to extend the climate disclosure requirements to non-listed companies with revenues of at least $100 million, with reporting to begin around FY2030.
Michael Tang, Head of the Sustainable Development Office, SGX RegCo, said:
“SGX-listed companies have been at the forefront of sustainability reporting. That Large Non-Listed Companies should start climate reporting will complement the progress of listed companies. As a whole, these efforts create a virtuous cycle of lifting standards all round and enabling Singapore corporates to make an outsize contribution towards global sustainability.”
The committee recommended that companies’ reporting mirror the requirements in the International Sustainability Standards Board (ISSB) standards, with additional reliefs on complex disclosures such as additional time to implement Scope 3 emissions reporting. The ISSB released the finalized versions of its new sustainability and climate-related reporting standards earlier this week.
The recommendations also propose requiring external assurance on Scope 1 and 2 GHG reporting, beginning in FY2027 for listed issuers and FY2029 for large private companies.
SRAC Chairperson Esther An said:
“With more countries pledging for net zero and the rising carbon cost globally, climate strategy and reporting can help companies, listed or non-listed, to mitigate and adapt to risks in the transition to a low carbon economy. What gets measured gets managed. There is a strong business case for climate reporting as it has helped many businesses to improve performance and create stronger competitive advantage by capturing growth opportunities.”
The regulators have launched a consultation into the new mandatory climate-related reporting rules, which will remain open until September 30. Click here to access the consultation.",COMPANIES/ ESG REPORTING/ REGULATORS,ESGTODAY
"July 10, 2023","Investors, Banks Push Back on EU Plan to Ease Sustainability Reporting Rules","A coalition of investment and sustainable investing groups – including Eurosif, PRI, IIGCC, EFAMA, UNEP FI – alongside more than 90 asset managers announced the publication of a joint statement calling on the European Commission to reconsider its recent proposed changes to the European Sustainability Reporting Standards (ESRS), which would ease several aspects of the EU’s upcoming Corporate Sustainable Reporting Directive (CSRD).
According to the statement, the changes would impact investors’ ability to obtain sustainability-related information required for investment decisions, in addition to reducing their ability to meet their own reporting requirements including those under the EU’s Sustainable Finance Disclosure Regulation (SFDR).
The statement said:
“The proposed approach would limit investor access to the consistent, comparable and reliable information needed to inform decisions and allocate capital in line with sustainability goals, including those of the European Green Deal, the EU Biodiversity Strategy for 2030 and the EU Climate Law.”
Banking association AFME’s response, detailed below, raised similar concerns.
The CSRD, on track to begin applying from the beginning of 2024, is aimed as a major update to the 2014 Non-Financial Reporting Directive (NFRD), the current EU sustainability reporting framework. The new rules will significantly expand the number of companies required to provide sustainability disclosures to over 50,000 from around 12,000 currently, and introduce more detailed reporting requirements on company impacts on the environment, human rights and social standards and sustainability-related risk.
The European Financial Reporting Advisory Group (EFRAG) was mandated by the European Commission in June 2020 to prepare for new EU sustainability reporting standards, and in November 2022, EFRAG submitted its final ESRS draft.
Following EFRAG’s submission, the EU Commission held consultations with regulators and member state sustainable finance groups, which the Commission said raised some concerns about the “challenging nature” of some of the reporting requirements. In June 2023, the EU Commission released a series of proposed changes to the ESRS, easing several of the reporting requirements. One of the key changes was a proposal for all disclosure requirements, with the exception of a set of general disclosures, to be subject to materiality assessments, effectively allowing companies to focus reporting on sustainability factors that they consider material to their businesses.
One of the investor statement’s key concerns is that the draft proposals, however, also allows voluntary disclosure by companies about why specific topics were deemed to be material or not.
Ultimately, the statement said, it would be up to corporates, supported by their consultants and advisers, to determine what is, and isn’t, material to report.
Specific items called for in the statement included maintaining key climate disclosures, including Scopes 1, 2 and 3 emissions, and transition plans mandatory, ensuring mandatory reporting for items relevant to investor regulatory requirements such as SFDR reporting, requiring explanations for why sustainability topics are deemed not material, and reconsidering the optional nature of disclosures regarding own workforce for non-employees and biodiversity transition plans. The investors also call on the EU to ensure the highest possible interoperability with the ISSB and GRI standards.
Eurosif Executive Director Aleksandra Palinska said:
“The first set of the European Sustainability Reporting Standards, as published by the European Commission on 9 June, fails to address investors’ needs and risks undermining the effective implementation of the EU sustainable finance regulatory framework. The European Commission is now presented with a final opportunity to correct its course and find a compromise that would truly reflect all industry and stakeholders’ needs and better match the ambition of EU climate neutrality targets and the EU Green Deal.”
In its own response to the proposals on Thursday, European and global banking group the Association for Financial Markets in Europe (AFME) expressed similar concerns, particularly regarding the effect the changes to the ESRS rules on banks’ ability to meet their own sustainability-related reporting requirements.
In its response, AFME said:
“Under the revised draft ESRS, an undertaking can decide to omit such datapoints if it assesses the information to not be material. When omitted, such information is implicitly reported as “not material for the undertaking” and there is no obligation for the undertakings to explain why a topic was considered not material.
“These datapoints, however, are mandatory for financial institutions’ own disclosures and must be included in Pillar 3 and SFDR reporting even if the companies they finance deemed this information not material.”
AFME’s letter called on the Commission and regulators to provide a solution to help them meet their own reporting obligations in cases where companies have been able to omit relevant information, and for other clarifications in other areas where the proposed rules appear to conflict with their ability to gather information needed for disclosure, in addition to also appealing for strong interoperability with the ISSB standards.
AFME Managing Director, Sustainable Finance, Oliver Moullin, said:
“To ensure that financial institutions can effectively comply with their reporting requirements, it is essential that the Commission provides a solution to enable them to report effectively where relevant metrics have been omitted by their counterparties due to not being assessed as material.”",ESG REPORTING/ GOVERNMENT/ INVESTORS/ SUSTAINABLE FINANCE,ESGTODAY
"July 7, 2023",International Agreement Reached to Cut Shipping Emissions to Net Zero “Around” 2050,"The International Maritime Organization (IMO), the 175 member state UN agency responsible for developing global standards for shipping, announced today the adoption of “the 2023 IMO Strategy on Reduction of GHG Emissions from Ships,” including new goals to reach net zero emissions from international shipping “by or around” 2050, and to ensure the uptake of low GHG emission fuels by 2030.
Maritime shipping accounts for around 3% of global greenhouse gas emissions, and are on track to roughly double by 2050 under most economic scenarios. Shipping emissions are also among the most difficult to address, with a need to develop and implement low emissions fuels, infrastructure and technologies in order to significantly reduce the sector’s climate footprint.
The new agreement marks a significant increase over the IMO’s prior 2050 goal of a 50% emissions reduction from shipping.
IMO Secretary-General Kitack Lim said:
“The adoption of the 2023 IMO Greenhouse Gas Strategy is a monumental development for IMO and opens a new chapter towards maritime decarbonization. At the same time, it is not the end goal, it is in many ways a starting point for the work that needs to intensify even more over the years and decades ahead of us. However, with the Revised Strategy that you have now agreed on, we have a clear direction, a common vision, and ambitious targets to guide us to deliver what the world expects from us.”
In addition to the net zero goal, the new strategy included a series of interim targets, including a 20% reduction, “striving for 30%,” by 2030, and a 70% reduction, “striving for 80%,” by 2040, on a 2008 basis. The strategy also set an ambition for at least 5%, “striving for 10%” of the energy used by international shipping to be zero or near-zero GHG emissions technologies, fuels or energy sources.
The new strategy also included plans to develop a series of measures aimed at delivering the new emissions reduction targets, including a marine fuel standard to regulate the phased reduction of marine fuel GHG intensity, and an emissions pricing mechanism.
While welcoming the sector’s increased ambition, environmental groups criticized the new IMO strategy as not being strong enough to support global climate goals.
Mark Lutes, Senior Global Climate Policy Advisor at WWF International, and head of the WWF delegation at the IMO, said:
“Disappointingly, the shipping industry regulator has left the sector with targets and measures off course for emissions reductions at the scale and pace needed. But voluntary actions, along with ambitious mandatory measures to be agreed by the IMO over the next 2 years, can help close the gap.  Shipping firms must now take the initiative and adopt science-based targets that put them on track for zero-emission shipping by 2050.”",ENVIRONMENT/ GOVERNMENT,ESGTODAY
"July 7, 2023",Mizuho Raises Sustainable Finance Goal to $700 Billion by 2030,"Tokyo-based banking and financial services company Mizuho announced a new goal to facilitate JPY 100 trillion ($USD 700 billion) in sustainable finance between 2019 – 2030, including JPY 50 trillion in environment and climate change-related finance.
The new goal marks a substantial increase from Mizuho’s prior 2030 target, initially set in 2020, to implement JPY 25 trillion in sustainable finance, including JPY 12 trillion in environmental finance.
According to a statement from Mizuho, the new sustainable finance goal forms part of the company’s new medium-term business plan, centered on “personal well-being and the achievement of a sustainable society and economy to support it,” and including contributing to the structural transformation of economy and industry and the establishment of next-generation technologies to realize a low-carbon society.
Mizuho also announced the issuance of a $1.4 billion green bond, its largest to date, and the largest-ever ESG bond issued by Japanese financial. Funds raised from the offering will be provided to Mizuho Bank to finance green projects, including renewable energy. The offering marks Mizuho’s fifth green bond to date, including $500 million and €800 million offerings last year.
Mizuho said:
“At Mizuho, we are strengthening our initiatives to realize sustainable society. We make challenges for SX (Sustainability Transformation) with our customers by providing not only sustainable finance to create money flow to solve environmental and social issues but also solutions leveraging our knowledge and capabilities beyond financings.”",SUSTAINABLE FINANCE,ESGTODAY
"July 6, 2023",PUMA Commits to Deforestation-Free Leather by 2030,"Athletic footwear, apparel, and accessories company PUMA announced today a new commitment to source all bovine leather from verified deforestation-free supply chains.
A recent report released by the UN-backed Race to Zero found that deforestation attributable to companies with land-based value chains, particularly in the forest, land and agriculture sectors, is responsible for a significant proportion of global greenhouse gas (GHG) emissions. The sectors contribute 22% of global emissions, half of which are driven by deforestation.
Earlier this year, the European Parliament passed a new law mandating companies to guarantee that their products sold in the EU do not contribute to deforestation and forest degradation in their supply chains.
The new commitment was announced with the company signing up to the Deforestation-Free Call to Action for Leather, an initiative by Textile Exchange and Leather Working Group, which aims to create equitable, transparent, and deforestation-free leather supply chains, while protecting wildlife, biodiversity, carbon stocks, and human rights.
The initiative asks brands to commit to sourcing their bovine leather from deforestation/conversion-free supply chains by 2030 or earlier, and set requirements for participating brands including working with farmers and farming supply chains to set requirements for deforestation-free sourcing, setting and meeting targets for mapping supply chains and identifying risk levels, making investments to increase the supply of traceable, deforestation and conversion-free leather, implement a traceability system, commit to respecting human rights across the supply chain, and reporting on progress.
PUMA highlighted one of its key challenges to ensuring deforestation-free sourcing, with suede representing half of the leather used by the company. The company said that suede presents traceability challenges at the cattle ranch level, with most suede tanneries working with agents and intermediaries besides direct tanneries to guarantee a stable supply.
Veronique Rochet, Senior Head of Sustainability, PUMA, said:
“This deforestation-free commitment also directly supports one of PUMA’s 10FOR25 sustainability targets dedicated to reducing our impact on biodiversity. To help the protection of endangered forests and species, PUMA also commits to not using any wood or wood-derived fabrics made from ancient and endangered forests.”",COMPANIES/ ENVIRONMENT,ESGTODAY
"July 6, 2023","Franklin Templeton Launches New SDG-aligned Food, Health & Wellness ETFs","Global investment manager Franklin Templeton announced today the launch of the Franklin Future of Food UCITS ETF and Franklin Future of Health and Wellness UCITS ETF, two new exchange traded funds that invest in healthcare and food companies that engage in sustainable practices.
Stock selection for the funds is aligned to UN Sustainable Development Goals (SDGs), the 17 categories of goals adopted as part of the 2030 Agenda for Sustainable Development, with the aim to protect the planet and improve the quality of life globally. The SDGs include targets such as ending poverty and hunger, improving education, and protecting the environment.
The new ETFs are classified as Article 8 under the EU’s SFDR regulation, bringing the firm’s total Article 8 compliant ETFs to 10.
Dina Ting, Head of Global Index Portfolio Management, Franklin Templeton, said:
“These new Article 8 ETFs take a multi-dimensional investment approach to stock selection in that they leverage long-term societal shifts resulting from macroeconomic, geopolitical and technological developments.”
Launched in collaboration with index provider Solactive, the Franklin Future of Food UCITS ETF will track the Solactive Sustainable Food Index and the Franklin Future of Health and Wellness UCITS ETF will track the Solactive Sustainable Health and Wellness Index
The Solactive Sustainable Food Index targets companies that prioritize sustainability and innovation in the food network, across industries including agricultural machinery, aquaculture, crop protection, packing solutions, smart farming, sustainable food, and water technology. Companies selected for inclusion must be deemed by Institutional Shareholder Services (ISS) to be contributing to SDG 2 (Zero Hunger), SDG 9 (Industry, Innovation & Infrastructure), SDG 12 (Responsible Consumption & Production), SDG 13 (Climate Action), SDG 14 (Life Below Water) or SDG 15 (Life On Land). 
The Solactive Sustainable Health and Wellness Index considers companies that facilitate healthcare access and meet diverse consumers focusing on an ageing population, with a focus on innovative healthcare companies in areas including eHealth, genomics, medical imaging, robotic surgery, and those specializing in senior diseases, recognized by ISS to be contributing to SDG 3 (Good Health and Well-being).
Timo Pfeiffer, Chief Markets Officer at Solactive, said:
“We are pleased to continue our engagement with Franklin Templeton to launch these indices. Our food and healthcare indices enable investors to gain exposure to companies that are at the forefront of innovation and create a positive impact in these vital sectors, which have great potential to grow. Moreover, they align with ESG criteria, which is a current increasing demand to help build a better planet.”
Both ETFs will be managed by Dina Ting and Lorenzo Crosato, ETF Portfolio Manager at Franklin Templeton.
Caroline Baron, Head of ETF Distribution, EMEA, Franklin Templeton, said:
“These two new sustainable ETFs offer access to secular growth stories and by investing in innovative companies and potential disruptors have the potential to outperform traditional indices. Franklin Templeton is a leader in thematic and technology investing and allocating to these ETFs is an attractive means of portfolio diversification for investors, given their unique exposure.”",INVESTORS/ NEW FUNDS & PRODUCTS,ESGTODAY
"July 6, 2023",Up to $4 Trillion Investment Needed in Materials Supply Chains to Meet Decarbonization Goals: McKinsey,"As much as $4 trillion in investments may be needed by 2030 to scale up the materials supply chain to address upcoming supply shortages of key metals and materials required to meet global decarbonization goals, according to a new report released by global management consulting firm McKinsey & Company.
The report, “The net-zero materials transition: Implications for global supply chains,” highlights the role of the materials supply chain as a key enabler of the global transition to net zero, with many of the technologies, from renewable energy and battery storage to electric vehicles, requiring more and different materials than the conventional technologies they are replacing.
On a per-GW basis, for example, solar PV’s material intensity is 1.4x that of conventional technology, according to the report, while onshore wind is 2.4x as material intensive, and offshore wind 6.3x. Similarly, battery electric vehicles (BEVs) can be 20% heavier, or more materials intensive, than comparable internal-combustion engine (ICE) vehicles.
As these technologies are increasingly deployed to help support initiatives to decarbonize industries, transportation, energy production and other sectors, the McKinsey report predicts that future growth rates for many materials are expected to outpace historical patterns, leading to shortages for many critical materials under a variety of scenarios examined by the study.
Forecast supply-demand imbalances include moderate shortages for battery materials including lithium, cobalt, nickel, manganese and graphite, with more severe shortages for magnet materials, which are used in electric motors and wind turbine drivetrains, including by as much as 70% for dysprosium. Significant shortages are also forecast for key materials for end markets including semiconductors, electrolyzers, and process material.
The McKinsey report also highlights high local materials concentrations, such as rare earth elements in China and nickel in Indonesia, as potentially having an impact on regional access to materials.
In order to scale up the required supplies of these key materials and minerals, the report predicts that investments in the materials supply chain, including in mining, refining and smelting, will need to increase by $3 trillion to $4 trillion by 2030, including capital expenditure for exploration, and new and ongoing projects.
In addition to these investments, the report estimates that labor capacity will need to be increased by as much as 600,000 specialized mining professionals, and an additional energy supply of 200 GW – 500 GW will need to come online as well.
In addition to the need to ramp investments in the material supply chain, workforce and energy, the report outlines a series of recommended actions to help bridge the materials gap, including recommendations to drive a shift in demand patterns towards proven technologies that are less material-intensive or rely on less constrained materials, increase investment in materials innovation and recycling practices, and policy recommendations such as streamlining permitting processes and driving demand to alternative technologies.
Michel Van Hoey, senior partner at McKinsey & Company said:
“Increasingly bold climate targets are changing global material value chains, to the extent that the transition to net-zero emissions has sparked a materials transition. Our report provides an integrated perspective on those changes and key actions that will be required to balance the equation and safeguard the industry.”
Click here to access the report.","ENVIRONMENT/ REPORTS, STUDIES",ESGTODAY
"July 6, 2023",bp Invests in Biofuel Startup WasteFuel to Produce Clean Transport Fuels,"Energy giant bp announced today an expansion of its investment in biofuels startup WasteFuel with a new $10 million commitment, alongside an agreement to collaborate with the company on improving bio-methanol production yields & economics, with a particular focus on decarbonizing the maritime shipping sector.
Founded by Trevor Neilson and Alejandro Estrada, California-base WasteFuel utilizes scalable technologies to convert municipal and agricultural waste into low carbon fuels, including green methanol. The company’s solutions include the WasteFuel Methanol Module, which produces fuel grade methanol from waste sources including landfill gas and biogas using anaerobic digestion, which the company says will achieve up to 90% CO2 reductions compared to conventional fuels when utilized at commercial scale.
Trevor Neilson, Co-founder, Chairman and CEO of WasteFuel said:
“This investment from bp ventures is a significant milestone for WasteFuel as it will help scale the production of bio-methanol to decarbonize the shipping sector. As companies who are reliant on shipping work to reduce their greenhouse gas emissions, it is essential that we dramatically expand the availability of these fuels.”
According to WasteFuel, the investment will be used to expand its network of low-carbon bio-methanol facilities, starting with a new facility in Dubai, with the aim of providing sustainable bio-methanol to leading global transportation companies.
The collaboration also includes a memorandum of understanding for bp to offtake WasteFuel’s bio-methanol and collaboration (using bp’s proprietary technology) to work on optimizing and enhancing the production of WasteFuel’s low-carbon bio-methanol.
With maritime transport responsible for 90% of global trade and 3% of greenhouse gas emissions, major shipping companies are converting to bio-methanol-ready ships, and utilizing bio-methanol can cut maritime emissions by a substantial amount in the coming years. Global shipping company Maersk, for example, recently announced a series of orders for ships capable of running on low-carbon methanol
The International Maritime Organization’s (IMO) Marine Environment Protection Committee (MEPC) is expected to finalize net-zero emission targets for the shipping sector, with a likely goal of achieving net-zero by 2050.
Gareth Burns, VP, bp ventures, said:
“WasteFuel projects will look to help with the growing volumes of global waste, whilst advancing the development of lower carbon solutions for hard-to-abate sectors. Achieving decarbonization in shipping will require a step-change, and biofuels have a key role to play in helping the industry to decarbonize. We look forward to working together on WasteFuel’s next stage of growth and market development.”
Philipp Schoelzel, VP of next generation biofuels, bp, added:
“Working with WasteFuel allows bp to offtake bio-methanol and help optimize production which could support decarbonizing shipping. bp is in action to produce more biofuels, aiming to deliver around 100,000 barrels per day by 2030, to help decarbonize transport. Investments like this are important as we strive to reach net zero and help our customers decarbonize too.”",COMPANIES/ ENERGY TRANSITION,ESGTODAY
"July 6, 2023",Biden Announces $1 Billion Investment in Clean Hydrogen “Demand-Side” Initiative,"The U.S. Department of Energy (DOE) announced today plans to invest $1 billion in a clean hydrogen demand side initiative, aimed at helping the development of Regional Clean Hydrogen Hubs (H2Hubs) and mitigating the risk of investment for clean hydrogen development projects.
The announcement follows the release by the Biden Administration last month of its new U.S. National Clean Hydrogen Strategy and Roadmap, aimed at significantly ramping the production, use and distribution of low carbon hydrogen for use in energy intensive industries and supporting U.S. decarbonization goals.
Hydrogen is viewed as one of the key building blocks of the transition to a cleaner energy future, particularly for sectors with difficult to abate emissions, in which renewable energy solutions such as wind or solar are less practical.
The development of clean hydrogen capacity, such as green hydrogen, which uses renewable energy to power the process to extract hydrogen from other materials, will require massive investments in areas including infrastructure, electrolysis, transport and storage.
The Biden administration has set clean hydrogen as a significant component of its climate strategy, and one of its key initiatives is the development of clean hydrogen hubs, or regional networks of infrastructure-connected producers and consumers of clean hydrogen, allocating $8 billion from the Bipartisan Infrastructure Law for this project.
According to the DOE, the program announced today will help ensure that H2Hubs producers and users have the required market certainty in the early years of production to enable private investment. The initiative will help provide revenue certainty through mechanisms that could include pay-for-delivery contracts, offtake backstops, and feasibility funding to support analysis by offtakers, among others. The DOE has opened a request for information to gather feedback on the most effective measures to employ under the new initiative.
U.S. Secretary of Energy Jennifer M. Granholm said:
“Ensuring America is the global leader in the next generation of clean energy technologies requires all of us — government and industry — coming together to confront shared challenges, particularly lack of market certainty for clean hydrogen that too often delays progress. That’s why DOE is setting up a new initiative to help our private sector partners address bottlenecks and other project impediments — helping industry unlock the full potential of this incredibly versatile energy resource and supporting the long-term success of the H2hubs.”",ENERGY TRANSITION/ GOVERNMENT,ESGTODAY
"July 5, 2023",EU Sets Sites on Fast Fashion with New Rules Making Producers Pay for Textile Waste,"The European Commission unveiled new proposed rules today aimed at supporting the sustainable management of textile waste, and placing responsibility for the full lifecycle of textile products in the hands of producers.
According to the EU Commission, consumption of textiles has the fourth highest impact on climate change and the environment, after food, housing and mobility, and is one of the top factors impacting water and land use as well as greenhouse gas emissions.
The EU generates 12.6 million tonnes of textile waste per year, including 5.2 million tonnes of clothing and footwear, while only 22% of post-consumer textile waste is collected separately for re-use or recycling, with the remainder often landfilled or incinerated.
Frans Timmermans, Executive Vice-President for the European Green Deal, said:
“The wasteful relationship we have developed with textiles pollutes our world. It uses excessive amounts of water and energy, harms nature, and drives greenhouse gas emissions across the globe. That’s why we will require producers to take stronger responsibility for the textile waste created.”
The EU Commission’s new proposal includes introducing mandatory Extended Producer Responsibility (EPR) schemes, similar to those that have been used to manage waste from packaging, batteries and electric and electronic equipment. Under the EPR schemes, producers would be required to cover the costs of management of textile waste, with the amount paid into the scheme adjusted based on the textiles’ environmental performance.
The Commission said that the scheme will incentivize waste reduction and increased textile circularity, with producers motivated to design better products from the start.
Producer payments under the proposals would be used to finance investments into separate collection, sorting, re-use and recycling capacities, with the Commission adding that the proposal will also promote R&D into circularity technologies for the textiles sector, such as fibre-to-fibre recycling.
The new rules follow the introduction by the EU Commission in March 2022 of the EU Strategy for Sustainable and Circular Textiles, aimed at addressing the lifecycle of textile products, and including proposals to change how textiles are produced and consumed. Stated objectives of the EU strategy include having all textile products placed on the EU market be durable, repairable and recyclable, and to “make fast fashion out of fashion.”
The proposal also includes rules aimed at addressing the illegal export of textile waste to other countries, ensuring that shipment will only take place with guarantees in place that the waste will be managed in an environmentally sound manner.
Virginijus Sinkevičius, Commissioner for Environment, Oceans and Fisheries, said:
“This initiative will drive investments in the re-use and recycling infrastructure for textiles, create local jobs and boost innovation in all phases of textiles’ lifecycle. It will also create cost-saving opportunities for citizens who choose vintage, timeless fashion over fast fashion.”",ENVIRONMENT/ GOVERNMENT,ESGTODAY
"July 5, 2023",Aeroporti di Roma Issues €400 Million Bond Tied to Climate Goals,"Aeroporti di Roma (ADR), the manager and developer of Rome Fiumicino and Ciampino airports, announced the completion of a new 10-year €400 million sustainability-linked bond (SLB), with the cost of debt on the bond tied to a series of the airport operations group’s climate-related goals.
This offering follows ADR’s issuance of the world’s first SLB by an airport operator in 2021 and its inaugural Green Bond in 2020. With the new issuance, the group’s sustainable debt share now exceeds 60%.
ADR published an updated Sustainability-Linked Financing Framework in 2022, outlining the Key Performance Indicators (KPIs) and Sustainability Performance Targets (SPTs) to be used in sustainability-linked issuances, and trigger events that cause a step-up in debt cost.
Bonds issued under the new issuance will see a step-up in interest rate based on the achievement of three SPTs, including reducing absolute Scope 1 and 2 emissions by 100% by 2030 from a 2019 baseline, maintaining the Airport Carbon Accreditation Level 4+ when reviewed in 2030, and reducing per-passenger Scope 3 emissions (excluding from aircraft sources by 30% by 2030, compared to 2019.
The coupon step-up is 20 bp per annum if one SPT is not met, 30 bp for two SPTs, and 40 bp if all three are missed, for a maximum cumulated step-up of 120 bp over the three interest periods.
According to ADR, demand for the offering was strong, and generated significant international interest, particularly from specialized ‘ESG’ investment operators. The offering was nearly 5x oversubscribed, drawing €1.9 billion of orders, with 95% of those coming from foreign investors.
Marco Troncone, Aeroporti di Roma CEO, said:
“This new issue reaffirms the consistency between Aeroporti di Roma’s commitment to sustainable development and its sustainable financing strategy. The SLB reinforces the credibility and transparency of the sector’s environmental transition plans, and will also be a guideline in support of our medium-long term development plan, to best combine environmental and social sustainability requirements with strengthening the competitiveness of a strategic sector for the country.”
Sustainability-linked debt is one of the fastest growing areas of sustainable finance, with attributes including interest payments tied to an issuer’s achievement of specific sustainability targets. Corporate interest in sustainability-linked loans has grown rapidly, as the financing provides flexibility to use proceeds for general corporate purposes, while with instruments such as green bonds, raised funds can only be allocated to specific categories of green projects.
Following an extended period of rapid growth, however, SLB issuance slowed sharply in late 2022, with Moody’s Investors Service citing factors such as growing market scrutiny on the credibility and robustness of issuers’ SLB targets, and the sector’s exposure to high-yield issuance.",COMPANIES/ SUSTAINABLE FINANCE,ESGTODAY
